iter	RMSE
584	16.70564426
585	16.68154026
586	16.65343301
587	16.63610526
588	16.61846338
589	16.60208791
590	16.58315648
591	16.55935658
592	16.54409088
593	16.5191702
594	16.48847051
595	16.47133492
596	16.45071062
597	16.4276233
598	16.4058917
599	16.38042205
600	16.35971926
601	16.32387291
602	16.29272574
603	16.25992152
604	16.21966261
605	16.20072053
606	16.17819488
607	16.14126819
608	16.11837883
609	16.0969527
610	16.07261443
611	16.05057036
612	16.02279313
613	16.00664431
614	15.97013133
615	15.93296333
616	15.90670442
617	15.87970487
618	15.84738823
619	15.82464723
620	15.79747149
621	15.76883322
622	15.75094198
623	15.72992134
624	15.71347188
625	15.69400381
626	15.67539994
627	15.65356834
628	15.62955897
629	15.61001024
630	15.59227063
631	15.5720155
632	15.55438355
633	15.53094361
634	15.51915419
635	15.49606697
636	15.46082864
637	15.43955038
638	15.40569086
639	15.37262262
640	15.35053236
641	15.33178651
642	15.3020777
643	15.28111419
644	15.26858922
645	15.24109609
646	15.21132432
647	15.17464765
648	15.14214083
649	15.10808055
650	15.08330938
651	15.05686413
652	15.0317762
653	15.00974906
654	14.99140478
655	14.96713222
656	14.95325642
657	14.92659333
658	14.90706854
659	14.87255904
660	14.84712475
661	14.83234868
662	14.81886358
663	14.79805252
664	14.78327105
665	14.76265671
666	14.74750802
667	14.73703454
668	14.71396155
669	14.6915232
670	14.66381165
671	14.64245058
672	14.60950337
673	14.57177269
674	14.55757336
675	14.53460522
676	14.49604117
677	14.45395081
678	14.42926859
679	14.40315589
680	14.37761391
681	14.35696932
682	14.33441669
683	14.30449687
684	14.2853874
685	14.2644185
686	14.24927951
687	14.22709791
688	14.21235074
689	14.187603
690	14.16532921
691	14.14943717
692	14.12331022
693	14.11520501
694	14.09500402
695	14.07580878
696	14.06292454
697	14.04006536
698	14.01581605
699	13.98757899
700	13.96146374
701	13.93864898
702	13.91881307
703	13.88811668
704	13.86490415
705	13.84206887
706	13.82680796
707	13.79675558
708	13.77714446
709	13.76559704
710	13.74146829
711	13.72517328
712	13.70613443
713	13.65404473
714	13.63179642
715	13.61384914
716	13.603734
717	13.58050012
718	13.56211481
719	13.54650891
720	13.52680855
721	13.50483389
722	13.4788629
723	13.45564325
724	13.45328344
725	13.43339152
726	13.42221845
727	13.39108962
728	13.36646361
729	13.35183013
730	13.32477341
731	13.30653852
732	13.27612253
733	13.26005584
734	13.24211839
735	13.22729644
736	13.21078326
737	13.19952603
738	13.1787147
739	13.15957739
740	13.13968537
741	13.11469474
742	13.10453936
743	13.07280076
744	13.05324278
745	13.03373967
746	13.00664191
747	12.97954866
748	12.95882212
749	12.94163611
750	12.93566957
751	12.91364138
752	12.89574025
753	12.87985853
754	12.86188228
755	12.84024253
756	12.82478162
757	12.8104348
758	12.78399658
759	12.75578143
760	12.73248277
761	12.71770385
762	12.70473111
763	12.69485714
764	12.67230019
765	12.65059317
766	12.62798821
767	12.61120218
768	12.58698962
769	12.5720718
770	12.56019224
771	12.54605768
772	12.53099381
773	12.52144128
774	12.49551058
775	12.4636143
776	12.44835644
777	12.42583445
778	12.41632229
779	12.3955429
780	12.38139348
781	12.36973078
782	12.35445728
783	12.34207468
784	12.31049302
785	12.29656479
786	12.28190644
787	12.26723819
788	12.24400481
789	12.23737659
790	12.22887866
791	12.21206507
792	12.19931671
793	12.18372842
794	12.17217725
795	12.14632572
796	12.12609375
797	12.11319205
798	12.09947459
799	12.08582256
800	12.07850028
801	12.06073391
802	12.04029025
803	12.0210668
804	12.0077697
805	11.98941909
806	11.9791944
807	11.96221388
808	11.93313162
809	11.90936105
810	11.88855844
811	11.87097143
812	11.85241672
813	11.83622427
814	11.8149031
815	11.80229803
816	11.78598378
817	11.7709055
818	11.75244517
819	11.73381504
820	11.71132705
821	11.68741485
822	11.67229808
823	11.65838954
824	11.64295423
825	11.62761341
826	11.61251675
827	11.59924578
828	11.58768068
829	11.57687627
830	11.56841535
831	11.54535021
832	11.52425908
833	11.51393471
834	11.49274884
835	11.47850565
836	11.46408523
837	11.4433221
