input_date,daily_dist_mrv,daily_voyage_time_mrv,daily_speed_mrv,daily_fuel_mrv,num
2024-11-12 06:30:00+00:00,23.6,1.9,12.42,14.22,2
2024-11-13 07:00:00+00:00,231.1,17.7,13.06,34.44,2
2024-11-14 07:00:00+00:00,14.7,1.5,9.8,10.79,2
2024-11-15 07:00:00+00:00,0.0,0.0,,9.19,2
2024-11-16 07:00:00+00:00,288.8,19.3,14.96,56.78,2
2024-11-17 07:00:00+00:00,365.4,24.0,15.23,71.0,2
2024-11-18 07:00:00+00:00,360.2,24.0,15.01,69.61,2
2024-11-19 06:00:00+00:00,338.2,23.0,14.7,67.59,2
2024-11-20 06:00:00+00:00,344.4,24.0,14.35,70.3,2
2024-11-21 05:00:00+00:00,371.4,23.0,16.15,67.66,2
2024-11-22 05:00:00+00:00,312.8,24.0,13.03,60.74,2
2024-11-23 04:00:00+00:00,287.8,22.2,12.96,42.58,2
2024-11-24 04:00:00+00:00,101.5,8.7,11.67,23.41,2
2024-11-25 04:00:00+00:00,14.6,1.7,8.59,11.21,2
2024-11-26 04:00:00+00:00,224.8,15.3,14.69,43.07,2
2024-11-27 04:00:00+00:00,353.8,24.0,14.74,70.49,2
2024-11-28 04:00:00+00:00,331.4,24.0,13.81,75.77,2
2024-11-29 04:00:00+00:00,275.2,24.0,11.47,67.16,2
2024-11-30 04:00:00+00:00,338.4,24.0,14.1,72.65,2
2021-01-02 06:30:00+00:00,110.0,9.3,11.83,22.1,3
2021-01-03 06:30:00+00:00,13.0,1.5,8.67,14.2,3
2021-01-04 06:30:00+00:00,460.0,22.5,20.44,119.41,3
2021-01-05 06:00:00+00:00,491.0,23.5,20.89,137.32,3
2021-01-06 06:00:00+00:00,505.0,24.0,21.04,130.33,3
2021-01-07 06:00:00+00:00,493.0,24.0,20.54,131.12,3
2021-01-08 05:00:00+00:00,398.0,23.0,17.3,92.2,3
2021-01-09 04:00:00+00:00,280.0,23.0,12.17,38.58,3
2021-01-10 04:00:00+00:00,35.0,3.6,9.72,14.58,3
2021-01-11 04:00:00+00:00,27.0,2.6,10.38,15.19,3
2021-01-12 04:00:00+00:00,0.0,0.0,,8.24,3
2021-01-13 04:00:00+00:00,199.0,17.2,11.57,30.18,3
2021-01-14 04:00:00+00:00,24.0,3.0,8.0,12.39,3
2021-01-15 04:00:00+00:00,295.0,16.7,17.66,59.81,3
2021-01-16 04:00:00+00:00,401.0,24.0,16.71,89.21,3
2021-01-17 04:00:00+00:00,277.0,24.0,11.54,37.97,3
2021-01-18 04:00:00+00:00,236.0,24.0,9.83,44.71,3
2021-01-19 04:00:00+00:00,289.0,24.0,12.04,52.28,3
2021-01-20 04:00:00+00:00,265.0,24.0,11.04,41.03,3
2021-01-21 04:00:00+00:00,298.0,24.0,12.42,38.61,3
2021-01-22 04:00:00+00:00,140.0,12.5,11.2,20.33,3
2021-01-23 04:00:00+00:00,0.0,0.0,,7.38,3
2021-01-24 04:00:00+00:00,0.0,0.0,,7.2,3
2021-01-25 04:00:00+00:00,0.0,0.0,,6.89,3
2021-01-26 04:00:00+00:00,71.0,7.0,10.14,13.99,3
2021-01-27 04:00:00+00:00,8.0,0.8,10.0,8.1,3
2021-01-28 04:00:00+00:00,163.0,12.6,12.94,26.01,3
2021-01-29 04:00:00+00:00,0.0,0.0,,6.78,3
2021-01-30 04:00:00+00:00,0.0,0.0,,6.94,3
2021-01-31 04:00:00+00:00,53.0,3.6,14.72,11.22,3
2021-02-01 04:00:00+00:00,356.0,23.0,15.48,74.73,3
2021-02-02 04:00:00+00:00,199.0,15.1,13.18,34.41,3
2021-02-03 04:00:00+00:00,195.0,17.5,11.14,26.72,3
2021-02-04 04:00:00+00:00,50.0,4.2,11.9,12.47,3
2021-02-05 04:00:00+00:00,179.0,11.7,15.3,41.3,3
2021-02-09 04:00:00+00:00,147.0,8.5,17.29,32.73,3
2021-02-10 04:00:00+00:00,168.0,11.4,14.74,29.7,3
2021-02-11 04:00:00+00:00,37.0,2.7,13.7,11.97,3
2021-02-12 05:00:00+00:00,347.0,20.0,17.35,65.31,3
2021-02-13 06:00:00+00:00,357.0,25.0,14.28,43.79,3
2021-02-14 06:00:00+00:00,316.0,24.0,13.17,42.46,3
2021-02-15 06:30:00+00:00,303.0,24.5,12.37,33.86,3
2021-02-16 06:30:00+00:00,112.0,9.8,11.43,19.33,3
2021-02-17 07:00:00+00:00,352.0,22.0,16.0,68.54,3
2021-02-18 07:00:00+00:00,416.0,24.0,17.33,77.9,3
2021-02-19 07:00:00+00:00,416.0,24.0,17.33,76.8,3
2021-02-20 07:00:00+00:00,191.0,15.5,12.32,30.8,3
2021-02-21 07:00:00+00:00,0.0,0.0,,6.18,3
2021-02-22 07:00:00+00:00,0.0,0.0,,6.95,3
2021-02-23 07:00:00+00:00,30.0,5.5,5.45,13.7,3
2021-02-24 07:00:00+00:00,0.0,0.0,,7.01,3
2021-02-25 07:00:00+00:00,0.0,0.0,,7.12,3
2021-02-26 07:00:00+00:00,23.0,1.7,13.53,16.77,3
2021-02-27 06:30:00+00:00,219.0,12.4,17.66,46.24,3
2021-02-28 06:30:00+00:00,203.0,11.0,18.45,48.3,3
2021-03-01 06:00:00+00:00,424.0,23.5,18.04,76.76,3
2021-03-02 06:00:00+00:00,426.0,24.0,17.75,86.33,3
2021-03-03 06:00:00+00:00,412.0,24.0,17.17,86.58,3
2021-03-04 06:00:00+00:00,405.0,24.0,16.88,83.64,3
2021-03-05 05:00:00+00:00,279.0,23.0,12.13,48.04,3
2021-03-06 04:00:00+00:00,289.0,23.0,12.57,43.19,3
2021-03-07 04:00:00+00:00,213.0,16.0,13.31,30.94,3
2021-03-08 04:00:00+00:00,0.0,0.0,,10.67,3
2021-03-09 04:00:00+00:00,160.0,16.0,10.0,26.26,3
2021-03-10 04:00:00+00:00,46.0,4.1,11.22,14.09,3
2021-03-11 04:00:00+00:00,412.0,24.0,17.17,82.14,3
2021-03-12 04:00:00+00:00,406.0,24.0,16.92,82.89,3
2021-03-13 04:00:00+00:00,414.0,24.0,17.25,82.2,3
2021-03-14 04:00:00+00:00,409.0,24.0,17.04,83.91,3
2021-03-15 04:00:00+00:00,427.0,24.0,17.79,80.16,3
2021-03-16 04:00:00+00:00,168.0,13.1,12.82,25.04,3
2021-03-17 04:00:00+00:00,134.0,9.5,14.11,24.06,3
2021-03-18 04:00:00+00:00,74.0,5.6,13.21,16.86,3
2021-03-19 04:00:00+00:00,224.0,13.3,16.84,43.71,3
2021-03-20 04:00:00+00:00,162.0,10.7,15.14,32.42,3
2021-03-21 04:00:00+00:00,334.0,23.0,14.52,50.79,3
2021-03-22 04:00:00+00:00,101.0,8.0,12.63,18.64,3
2021-03-23 04:00:00+00:00,313.0,19.0,16.47,59.98,3
2021-03-26 04:00:00+00:00,356.0,24.0,14.83,52.14,3
2021-03-27 04:00:00+00:00,31.0,4.0,7.75,11.55,3
2021-03-28 04:00:00+00:00,1.0,0.5,2.0,9.1,3
2021-03-29 04:00:00+00:00,203.0,14.3,14.2,35.65,3
2021-03-30 05:00:00+00:00,338.0,18.1,18.67,85.15,3
2021-03-31 05:00:00+00:00,464.0,24.0,19.33,112.39,3
2021-04-01 06:00:00+00:00,459.0,25.0,18.36,95.07,3
2021-04-02 07:00:00+00:00,429.0,25.0,17.16,98.23,3
2021-04-03 07:00:00+00:00,431.0,24.0,17.96,94.99,3
2021-04-04 07:00:00+00:00,405.0,24.0,16.88,72.73,3
2021-04-05 07:00:00+00:00,241.0,16.5,14.61,38.14,3
2021-04-06 07:00:00+00:00,0.0,0.0,,6.9,3
2021-04-07 07:00:00+00:00,1.0,0.2,5.0,8.14,3
2021-04-08 07:00:00+00:00,0.0,0.0,,6.28,3
2021-04-09 07:00:00+00:00,64.0,4.4,14.55,15.7,3
2021-04-10 06:30:00+00:00,180.0,12.0,15.0,34.11,3
2021-04-11 06:30:00+00:00,44.0,3.0,14.67,20.47,3
2021-04-12 06:00:00+00:00,503.0,23.5,21.4,125.4,3
2021-04-13 06:00:00+00:00,490.0,24.0,20.42,116.27,3
2021-04-14 06:00:00+00:00,473.0,24.0,19.71,122.75,3
2021-04-15 05:00:00+00:00,453.0,23.0,19.7,112.97,3
2021-04-16 05:00:00+00:00,485.0,24.0,20.21,118.49,3
2021-04-17 04:00:00+00:00,223.0,17.4,12.82,34.88,3
2021-04-18 04:00:00+00:00,2.0,0.3,6.67,7.73,3
2021-04-19 04:00:00+00:00,444.0,24.0,18.5,90.16,3
2021-04-20 04:00:00+00:00,452.0,24.0,18.83,85.57,3
2021-04-21 04:00:00+00:00,443.0,24.0,18.46,97.88,3
2021-04-22 04:00:00+00:00,405.0,24.0,16.88,82.05,3
2021-04-23 04:00:00+00:00,386.0,24.0,16.08,67.82,3
2021-04-24 04:00:00+00:00,273.0,21.3,12.82,42.18,3
2021-04-25 04:00:00+00:00,0.0,0.0,,6.94,3
2021-04-26 04:00:00+00:00,0.0,0.0,,6.86,3
2021-04-27 04:00:00+00:00,72.0,6.0,12.0,12.7,3
2021-04-28 04:00:00+00:00,5.0,0.7,7.14,7.1,3
2021-04-29 04:00:00+00:00,173.0,12.4,13.95,27.04,3
2021-04-30 04:00:00+00:00,40.0,4.0,10.0,14.39,3
2021-05-01 04:00:00+00:00,289.0,15.6,18.53,82.84,3
2021-05-02 04:00:00+00:00,146.0,11.1,13.15,35.57,3
2021-05-03 04:00:00+00:00,321.0,22.5,14.27,41.67,3
2021-05-04 04:00:00+00:00,70.0,5.5,12.73,15.8,3
2021-05-05 04:00:00+00:00,423.0,22.0,19.23,111.56,3
2021-05-06 04:00:00+00:00,497.0,24.0,20.71,137.66,3
2021-05-07 04:00:00+00:00,345.0,24.0,14.38,51.32,3
2021-05-08 04:00:00+00:00,132.0,9.5,13.89,21.43,3
2021-05-09 04:00:00+00:00,90.0,6.5,13.85,18.29,3
2021-05-10 04:00:00+00:00,124.0,9.4,13.19,24.98,3
2021-05-11 04:00:00+00:00,78.0,7.5,10.4,16.19,3
2021-05-12 04:00:00+00:00,164.0,9.4,17.45,47.92,3
2021-05-13 05:30:00+00:00,468.0,25.5,18.35,105.96,3
2021-05-14 05:30:00+00:00,327.0,24.0,13.63,47.96,3
2021-05-15 06:30:00+00:00,325.0,25.0,13.0,48.7,3
2021-05-16 06:30:00+00:00,138.0,11.5,12.0,25.12,3
2021-05-17 06:30:00+00:00,57.0,4.0,14.25,20.86,3
2021-05-18 07:00:00+00:00,479.0,24.5,19.55,140.6,3
2021-05-19 07:00:00+00:00,399.0,24.0,16.63,81.93,3
2021-05-20 07:00:00+00:00,380.0,24.0,15.83,62.17,3
2021-05-21 07:00:00+00:00,59.0,4.6,12.83,14.92,3
2021-05-22 07:00:00+00:00,1.0,0.3,3.33,6.53,3
2021-05-23 07:00:00+00:00,0.0,0.0,,8.72,3
2021-05-24 07:00:00+00:00,0.0,0.0,,5.92,3
2021-05-25 07:00:00+00:00,28.0,2.2,12.73,13.59,3
2021-05-26 06:30:00+00:00,208.0,15.6,13.33,40.84,3
2021-05-27 06:30:00+00:00,1.0,0.2,5.0,11.55,3
2021-05-28 06:30:00+00:00,260.0,13.5,19.26,84.5,3
2021-05-29 06:30:00+00:00,514.0,24.0,21.42,138.43,3
2021-05-30 05:30:00+00:00,513.0,23.0,22.3,140.68,3
2021-05-31 05:30:00+00:00,517.0,24.0,21.54,139.14,3
2021-06-01 04:00:00+00:00,456.0,22.5,20.27,131.46,3
2021-06-02 04:00:00+00:00,374.0,21.8,17.16,87.64,3
2021-06-03 04:00:00+00:00,21.0,1.8,11.67,11.57,3
2021-06-04 04:00:00+00:00,221.0,12.4,17.82,50.15,3
2021-06-05 04:00:00+00:00,402.0,19.0,21.16,105.69,3
2021-06-06 04:00:00+00:00,509.0,24.0,21.21,118.02,3
2021-06-07 04:00:00+00:00,494.0,24.0,20.58,119.86,3
2021-06-08 04:00:00+00:00,477.0,24.0,19.88,114.11,3
2021-06-09 04:00:00+00:00,279.0,18.9,14.76,42.89,3
2021-06-10 04:00:00+00:00,75.0,7.4,10.14,13.98,3
2021-06-11 04:00:00+00:00,3.0,0.3,10.0,8.78,3
2021-06-12 04:00:00+00:00,155.0,11.3,13.72,27.47,3
2021-06-13 04:00:00+00:00,0.0,0.0,,6.82,3
2021-06-14 04:00:00+00:00,91.0,8.0,11.38,22.71,3
2021-06-15 04:00:00+00:00,330.0,22.6,14.6,62.88,3
2021-06-16 04:00:00+00:00,203.0,15.7,12.93,35.25,3
2021-06-17 04:00:00+00:00,167.0,13.6,12.28,32.39,3
2021-06-18 04:00:00+00:00,0.0,0.0,,7.0,3
2021-06-19 04:00:00+00:00,17.0,1.6,10.63,10.87,3
2021-06-20 04:00:00+00:00,192.0,12.6,15.24,46.31,3
2021-06-21 04:00:00+00:00,422.0,24.0,17.58,94.15,3
2021-06-22 04:00:00+00:00,418.0,24.0,17.42,103.28,3
2021-06-23 04:00:00+00:00,383.0,24.0,15.96,72.43,3
2021-06-24 04:00:00+00:00,293.0,20.5,14.29,46.29,3
2021-06-25 04:00:00+00:00,20.0,2.0,10.0,10.62,3
2021-06-26 04:00:00+00:00,319.0,16.5,19.33,83.96,3
2021-06-27 05:00:00+00:00,510.0,25.0,20.4,133.91,3
2021-06-28 05:00:00+00:00,432.0,24.0,18.0,130.73,3
2021-06-29 06:00:00+00:00,492.0,25.0,19.68,144.36,3
2021-06-30 06:00:00+00:00,475.0,24.0,19.79,124.6,3
2021-07-01 07:00:00+00:00,484.0,25.0,19.36,134.94,3
2021-07-02 07:00:00+00:00,49.0,4.9,10.0,13.6,3
2021-07-03 07:00:00+00:00,10.0,1.1,9.09,9.22,3
2021-07-04 07:00:00+00:00,0.0,0.0,,6.48,3
2021-07-05 07:00:00+00:00,11.0,1.0,11.0,9.78,3
2021-07-06 07:00:00+00:00,0.0,0.0,,6.81,3
2021-07-07 07:00:00+00:00,116.0,6.5,17.85,36.91,3
2021-07-08 06:30:00+00:00,121.0,9.2,13.15,23.35,3
2021-07-09 06:30:00+00:00,6.0,0.6,10.0,9.74,3
2021-07-10 06:30:00+00:00,415.0,20.1,20.65,112.21,3
2021-07-11 06:30:00+00:00,500.0,24.0,20.83,135.14,3
2021-07-12 06:30:00+00:00,505.0,24.0,21.04,123.04,3
2021-07-13 05:00:00+00:00,451.0,22.5,20.04,111.99,3
2021-07-14 05:00:00+00:00,461.0,24.0,19.21,121.66,3
2021-07-15 04:00:00+00:00,300.0,18.0,16.67,73.05,3
2021-07-16 04:00:00+00:00,18.0,1.0,18.0,10.87,3
2021-07-17 04:00:00+00:00,179.0,10.4,17.21,45.17,3
2021-07-18 04:00:00+00:00,278.0,14.6,19.04,63.97,3
2021-07-19 04:00:00+00:00,506.0,24.0,21.08,132.03,3
2021-07-20 04:00:00+00:00,526.0,24.0,21.92,131.9,3
2021-07-21 04:00:00+00:00,511.0,24.0,21.29,136.59,3
2021-07-22 04:00:00+00:00,351.0,23.8,14.75,82.62,3
2021-07-23 04:00:00+00:00,26.0,2.5,10.4,12.99,3
2021-07-24 04:00:00+00:00,172.0,14.0,12.29,35.25,3
2021-07-25 04:00:00+00:00,29.0,4.9,5.92,14.18,3
2021-07-26 04:00:00+00:00,67.0,7.0,9.57,20.11,3
2021-07-27 04:00:00+00:00,173.0,16.6,10.42,28.56,3
2021-07-28 04:00:00+00:00,71.0,7.6,9.34,16.33,3
2021-07-29 04:00:00+00:00,2.0,0.4,5.0,9.43,3
2021-07-30 04:00:00+00:00,0.0,0.0,,8.18,3
2021-07-31 04:00:00+00:00,79.0,7.8,10.13,16.48,3
2021-08-01 04:00:00+00:00,106.0,7.3,14.52,21.49,3
2021-08-02 04:00:00+00:00,85.0,7.5,11.33,27.74,3
2021-08-03 04:00:00+00:00,355.0,22.5,15.78,65.04,3
2021-08-04 04:00:00+00:00,233.0,14.5,16.07,51.26,3
2021-08-05 04:00:00+00:00,159.0,11.8,13.47,27.17,3
2021-08-06 04:00:00+00:00,0.0,0.0,,6.66,3
2021-08-07 04:00:00+00:00,80.0,6.3,12.7,25.48,3
2021-08-08 04:00:00+00:00,326.0,24.0,13.58,48.32,3
2021-08-09 04:00:00+00:00,306.0,24.0,12.75,52.52,3
2021-08-10 04:00:00+00:00,294.0,24.0,12.25,48.34,3
2021-08-11 04:00:00+00:00,306.0,24.0,12.75,48.78,3
2021-08-12 04:00:00+00:00,249.0,19.7,12.64,43.71,3
2021-08-13 04:00:00+00:00,136.0,10.1,13.47,25.7,3
2021-08-14 04:00:00+00:00,75.0,6.0,12.5,17.55,3
2021-08-15 04:00:00+00:00,431.0,23.6,18.26,104.3,3
2021-08-16 05:00:00+00:00,445.0,25.0,17.8,102.72,3
2021-08-17 05:00:00+00:00,399.0,24.0,16.63,88.51,3
2021-08-18 06:00:00+00:00,414.0,25.0,16.56,85.78,3
2021-08-19 06:00:00+00:00,379.0,24.0,15.79,80.02,3
2021-08-20 07:00:00+00:00,382.0,25.0,15.28,78.8,3
2021-08-21 07:00:00+00:00,324.0,23.0,14.09,56.86,3
2021-08-22 07:00:00+00:00,0.0,0.0,,9.17,3
2021-08-23 07:00:00+00:00,1.0,0.2,5.0,12.77,3
2021-08-24 07:00:00+00:00,0.0,0.0,,6.83,3
2021-08-25 06:30:00+00:00,242.0,13.3,18.2,73.04,3
2021-08-26 06:30:00+00:00,221.0,11.8,18.73,69.1,3
2021-08-27 06:30:00+00:00,492.0,24.0,20.5,124.79,3
2021-08-28 06:00:00+00:00,477.0,23.5,20.3,122.26,3
2021-08-29 05:00:00+00:00,466.0,23.0,20.26,113.86,3
2021-08-30 05:00:00+00:00,453.0,24.0,18.88,97.46,3
2021-08-31 04:00:00+00:00,385.0,23.0,16.74,66.12,3
2021-09-01 04:00:00+00:00,162.0,9.8,16.53,35.03,3
2021-09-02 04:00:00+00:00,81.0,4.7,17.23,22.5,3
2021-09-03 04:00:00+00:00,413.0,24.0,17.21,75.31,3
2021-09-04 04:00:00+00:00,366.0,24.0,15.25,60.18,3
2021-09-05 04:00:00+00:00,391.0,24.0,16.29,60.19,3
2021-09-06 04:00:00+00:00,366.0,24.0,15.25,58.56,3
2021-09-07 04:00:00+00:00,343.0,23.6,14.53,47.96,3
2021-09-08 04:00:00+00:00,340.0,24.0,14.17,47.87,3
2021-09-09 04:00:00+00:00,49.0,3.6,13.61,14.21,3
2021-09-10 04:00:00+00:00,62.0,5.5,11.27,14.98,3
2021-09-11 04:00:00+00:00,21.0,1.6,13.13,10.29,3
2021-09-12 04:00:00+00:00,179.2,12.7,14.11,25.57,3
2021-09-13 04:00:00+00:00,32.2,3.8,8.47,13.95,3
2021-09-14 04:00:00+00:00,104.5,8.1,12.9,17.61,3
2021-09-15 04:00:00+00:00,164.4,13.7,12.0,19.38,3
2021-09-16 04:00:00+00:00,270.4,22.1,12.24,30.44,3
2021-09-17 04:00:00+00:00,129.0,9.9,13.03,23.79,3
2021-09-18 04:00:00+00:00,270.0,17.1,15.79,35.69,3
2021-09-19 04:00:00+00:00,110.9,7.8,14.22,26.71,3
2021-09-20 04:00:00+00:00,302.7,22.9,13.22,43.29,3
2021-09-21 04:00:00+00:00,67.3,5.0,13.46,16.24,3
2021-09-22 04:00:00+00:00,78.0,5.2,15.0,26.04,3
2021-09-23 04:00:00+00:00,418.0,24.0,17.42,95.79,3
2021-09-24 04:00:00+00:00,410.3,24.0,17.1,92.1,3
2021-09-25 04:00:00+00:00,352.0,24.0,14.67,55.79,3
2021-09-26 04:00:00+00:00,138.5,10.6,13.07,26.56,3
2021-09-27 04:00:00+00:00,103.9,8.8,11.81,21.6,3
2021-09-28 04:00:00+00:00,200.0,11.8,16.95,51.7,3
2021-09-29 04:00:00+00:00,37.7,2.5,15.08,18.16,3
2021-09-30 05:00:00+00:00,433.6,25.0,17.34,98.03,3
2021-10-01 06:00:00+00:00,361.0,25.0,14.44,52.53,3
2021-10-02 06:00:00+00:00,307.7,24.0,12.82,49.01,3
2021-10-03 06:30:00+00:00,277.5,20.7,13.41,43.03,3
2021-10-04 06:30:00+00:00,275.8,14.1,19.56,82.74,3
2021-10-05 06:30:00+00:00,399.0,24.0,16.63,86.45,3
2021-10-06 07:00:00+00:00,480.0,24.5,19.59,134.58,3
2021-10-07 07:00:00+00:00,219.8,11.5,19.11,68.96,3
2021-10-08 07:00:00+00:00,9.8,1.0,9.8,11.43,3
2021-10-09 07:00:00+00:00,3.4,0.0,,6.0,3
2021-10-10 07:00:00+00:00,0.0,0.0,,6.82,3
2021-10-11 07:00:00+00:00,0.0,0.0,,6.49,3
2021-10-12 07:00:00+00:00,0.0,0.0,,6.55,3
2021-10-13 07:00:00+00:00,12.8,1.3,9.85,9.53,3
2021-10-14 07:00:00+00:00,0.0,0.0,,6.8,3
2021-10-15 07:00:00+00:00,84.0,5.9,14.24,27.38,3
2021-10-16 06:30:00+00:00,113.0,7.7,14.68,30.47,3
2021-10-17 06:30:00+00:00,0.0,0.0,,9.61,3
2021-10-18 06:30:00+00:00,113.0,9.1,12.42,23.3,3
2021-10-19 06:30:00+00:00,231.0,11.8,19.58,65.78,3
2021-10-20 06:30:00+00:00,475.5,24.0,19.81,120.91,3
2021-10-21 06:30:00+00:00,469.5,24.0,19.56,109.86,3
2021-10-22 06:00:00+00:00,452.8,23.5,19.27,100.91,3
2021-10-23 05:00:00+00:00,431.7,23.0,18.77,98.53,3
2021-10-24 04:00:00+00:00,327.0,23.0,14.22,52.49,3
2021-10-25 04:00:00+00:00,263.0,19.0,13.84,40.84,3
2021-10-26 04:00:00+00:00,17.0,1.3,13.08,14.7,3
2021-10-27 04:00:00+00:00,0.0,0.0,,6.82,3
2021-10-28 04:00:00+00:00,159.0,8.0,19.88,43.33,3
2021-10-29 04:00:00+00:00,501.0,24.0,20.88,126.31,3
2021-10-30 04:00:00+00:00,463.0,24.0,19.29,109.31,3
2021-10-31 04:00:00+00:00,335.0,24.0,13.96,55.92,3
2021-11-01 04:00:00+00:00,342.0,24.0,14.25,66.22,3
2021-11-02 04:00:00+00:00,334.0,24.0,13.92,64.5,3
2021-11-03 04:00:00+00:00,339.0,20.8,16.3,58.48,3
2021-11-04 04:00:00+00:00,2.0,0.0,,6.94,3
2021-11-05 04:00:00+00:00,164.0,12.3,13.33,31.9,3
2021-11-06 04:00:00+00:00,0.0,0.0,,6.97,3
2021-11-07 04:00:00+00:00,72.5,6.1,11.89,20.78,3
2021-11-08 04:00:00+00:00,344.5,20.2,17.05,61.69,3
2021-11-09 04:00:00+00:00,242.0,16.9,14.32,33.48,3
2021-11-10 04:00:00+00:00,128.0,9.0,14.22,21.53,3
2021-11-11 04:00:00+00:00,0.0,0.0,,6.55,3
2021-11-12 04:00:00+00:00,0.0,0.0,,6.56,3
2021-11-13 04:00:00+00:00,69.0,5.0,13.8,18.22,3
2021-11-14 04:00:00+00:00,287.0,16.5,17.39,63.59,3
2021-11-15 04:00:00+00:00,400.5,24.0,16.69,80.41,3
2021-11-16 04:00:00+00:00,326.0,24.0,13.58,44.93,3
2021-11-17 04:00:00+00:00,348.5,24.0,14.52,44.61,3
2021-11-18 04:00:00+00:00,22.0,2.3,9.57,11.22,3
2021-11-19 04:00:00+00:00,96.0,5.6,17.14,21.3,3
2021-11-20 04:00:00+00:00,6.0,0.6,10.0,11.01,3
2021-11-21 04:00:00+00:00,3.0,0.5,6.0,9.16,3
2021-11-22 04:00:00+00:00,0.0,0.0,,5.28,3
2021-11-23 04:00:00+00:00,0.0,0.0,,6.11,3
2021-11-24 04:00:00+00:00,0.0,0.0,,6.96,3
2021-11-25 04:00:00+00:00,201.0,11.7,17.18,55.78,3
2021-11-26 04:00:00+00:00,5.0,0.5,10.0,9.75,3
2021-11-27 04:00:00+00:00,350.0,19.6,17.86,92.38,3
2021-11-28 05:30:00+00:00,345.5,25.5,13.55,51.29,3
2021-11-29 05:30:00+00:00,335.5,24.0,13.98,55.92,3
2021-11-30 06:30:00+00:00,373.0,25.0,14.92,60.51,3
2021-12-01 06:30:00+00:00,170.0,10.5,16.19,45.62,3
2021-12-02 06:30:00+00:00,459.0,24.0,19.13,106.99,3
2021-12-03 07:00:00+00:00,428.5,24.5,17.49,94.88,3
2021-12-04 07:00:00+00:00,325.5,19.4,16.78,61.22,3
2021-12-05 07:00:00+00:00,12.0,1.6,7.5,11.66,3
2021-12-06 07:00:00+00:00,26.0,2.8,9.29,12.7,3
2021-12-07 07:00:00+00:00,0.0,0.0,,6.9,3
2021-12-08 07:00:00+00:00,22.0,1.8,12.22,10.52,3
2021-12-09 07:00:00+00:00,0.0,0.0,,6.74,3
2021-12-10 07:00:00+00:00,125.0,9.4,13.3,24.69,3
2021-12-11 06:30:00+00:00,7.0,0.7,10.0,9.25,3
2021-12-12 06:30:00+00:00,0.0,0.0,,6.78,3
2021-12-13 06:30:00+00:00,87.0,7.1,12.25,20.13,3
2021-12-14 06:30:00+00:00,86.0,8.7,9.89,19.24,3
2021-12-15 06:30:00+00:00,0.0,0.0,,6.91,3
2021-12-16 06:30:00+00:00,72.5,4.0,18.13,31.18,3
2021-12-17 07:00:00+00:00,507.5,24.5,20.71,140.02,3
2021-12-18 08:00:00+00:00,527.0,25.0,21.08,143.43,3
2021-12-19 09:00:00+00:00,525.0,25.0,21.0,142.88,3
2021-12-20 09:00:00+00:00,472.0,24.0,19.67,126.64,3
2021-12-21 09:00:00+00:00,170.5,13.3,12.82,32.93,3
2021-12-22 10:00:00+00:00,441.0,22.6,19.51,136.31,3
2021-12-23 10:00:00+00:00,229.0,16.5,13.88,61.92,3
2021-12-24 10:00:00+00:00,386.0,24.0,16.08,91.03,3
2021-12-25 10:00:00+00:00,443.0,24.0,18.46,101.47,3
2021-12-26 11:00:00+00:00,458.0,25.0,18.32,107.15,3
2021-12-27 11:00:00+00:00,313.0,24.0,13.04,55.26,3
2021-12-28 11:00:00+00:00,301.0,24.0,12.54,51.62,3
2021-12-29 11:00:00+00:00,123.0,10.1,12.18,26.65,3
2021-12-30 11:00:00+00:00,334.0,18.5,18.05,88.1,3
2021-12-31 12:00:00+00:00,354.0,25.0,14.16,45.94,3
2022-01-01 12:00:00+00:00,325.0,24.0,13.54,50.88,3
2022-01-02 12:00:00+00:00,172.0,10.08,17.06,30.7,3
2022-01-03 12:00:00+00:00,27.0,2.3,11.74,12.05,3
2022-01-04 12:00:00+00:00,59.0,4.2,14.05,21.93,3
2022-01-05 11:00:00+00:00,334.0,19.6,17.04,85.51,3
2022-01-06 11:00:00+00:00,0.0,0.0,,7.92,3
2022-01-07 11:00:00+00:00,30.0,2.8,10.71,14.64,3
2022-01-08 11:00:00+00:00,104.0,7.6,13.68,40.09,3
2022-01-09 11:00:00+00:00,261.0,17.3,15.09,66.07,3
2022-01-10 11:00:00+00:00,275.0,24.0,11.46,54.56,3
2022-01-11 11:00:00+00:00,341.0,24.0,14.21,61.82,3
2022-01-12 11:00:00+00:00,342.0,24.0,14.25,57.64,3
2022-01-13 11:00:00+00:00,316.0,24.0,13.17,56.44,3
2022-01-14 11:00:00+00:00,345.0,24.0,14.38,64.59,3
2022-01-15 11:00:00+00:00,340.0,24.0,14.17,51.72,3
2022-01-16 11:00:00+00:00,331.0,24.0,13.79,51.21,3
2022-01-17 11:00:00+00:00,351.0,24.0,14.63,66.64,3
2022-01-18 10:00:00+00:00,335.0,23.0,14.57,51.08,3
2022-01-19 10:00:00+00:00,199.0,17.3,11.5,34.07,3
2022-01-20 10:00:00+00:00,63.0,6.5,9.69,20.44,3
2022-01-21 10:00:00+00:00,319.0,16.0,19.94,91.73,3
2022-01-22 09:00:00+00:00,304.1,22.7,13.4,49.73,3
2022-01-23 09:00:00+00:00,203.1,11.5,17.66,68.77,3
2022-01-24 09:00:00+00:00,458.7,24.0,19.11,148.58,3
