,SOG,heading,draught,wind_val,wind_direction,wave_val,wave_direction,stream_val,stream_direction,R_added
4223,15.90714285714286,313.07142857142856,10.099999999999998,2.542857142857143,211.28571428571428,1.921428571428572,253.57142857142856,0.307142857142857,40.142857142857146,212.95062286906068
4224,15.323076923076922,315.0,10.099999999999998,2.257692307692308,206.46153846153845,1.8923076923076925,250.23076923076923,0.24,64.0,294.7998482868893
4225,14.99,314.5,10.099999999999998,1.5550000000000002,223.5,1.89,250.5,0.245,82.0,334.48174271924347
4226,15.199999999999998,313.0,10.099999999999998,0.83,130.91666666666666,1.8791666666666664,250.41666666666663,0.2325,93.0,280.31230777391147
4227,15.246153846153849,313.38461538461536,10.099999999999998,2.627692307692308,72.15384615384616,1.8492307692307697,244.92307692307693,0.193076923076923,103.3076923076923,275.2865747218324
4228,15.7,316.0,10.099999999999998,2.485454545454545,109.72727272727272,1.84,242.3636363636364,0.2463636363636363,130.45454545454547,150.8953258139568
4229,15.375000000000002,316.4166666666667,10.099999999999998,1.9625,101.75,1.8525,238.75,0.32,164.0,202.74146968868183
4230,15.216666666666663,317.3333333333333,10.1,0.995,130.33333333333334,1.8316666666666668,232.66666666666663,0.3016666666666667,182.5,263.25169472865537
4232,15.05,318.3333333333333,10.1,0.9866666666666668,205.66666666666663,1.836666666666667,230.3333333333333,0.29,196.0,319.9085704213412
4233,15.22,315.0,10.1,3.458,61.0,1.682,230.0,0.388,184.4,246.81800510723644
4234,15.15,316.0,10.1,3.17,92.0,1.68,229.0,0.43,184.0,130.8952149182661
4235,15.3,315.0,10.1,1.32,288.0,1.58,233.0,0.56,207.0,145.2006793521897
4236,15.039999999999996,316.0,10.1,1.076,304.4,1.5720000000000005,234.2,0.54,213.0,215.7262918878301
4237,15.316666666666665,316.6666666666667,10.1,1.005,312.0,1.5600000000000005,236.0,0.515,216.5,173.204384980618
4238,15.525,315.25,10.1,0.7,263.0,1.53,234.0,0.46,217.0,141.88661114262152
4239,15.66666666666667,314.8333333333333,10.1,0.57,296.0,1.525,234.5,0.36,228.0,146.84749103531988
4240,15.688888888888888,315.0,10.1,0.8033333333333332,291.0,1.508888888888889,235.0,0.27,240.88888888888889,163.06553500309985
4241,15.699999999999998,315.0,10.1,0.7144444444444445,316.3333333333333,1.4955555555555555,235.77777777777777,0.2122222222222222,244.22222222222223,159.34995604484698
4242,15.785714285714286,314.57142857142856,10.1,2.068571428571428,311.57142857142856,1.4842857142857144,239.1428571428572,0.1442857142857143,252.28571428571428,141.50437248273636
4243,15.766666666666667,313.0,10.1,3.4444444444444446,284.55555555555554,1.46,245.44444444444449,0.0833333333333333,287.8888888888889,148.4208354420416
4244,15.58181818181818,313.3636363636364,10.099999999999998,2.697272727272728,249.8181818181818,1.4518181818181817,246.45454545454547,0.1009090909090909,293.1818181818182,191.9300984777825
4245,15.581818181818182,313.0,10.099999999999998,2.233636363636364,278.45454545454544,1.4554545454545456,248.0909090909091,0.0809090909090909,356.90909090909093,178.0736912355735
4246,15.076923076923077,311.7692307692308,10.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,254.7602425694696
4248,15.163636363636364,310.3636363636364,10.099999999999998,2.229090909090909,257.09090909090907,1.4127272727272726,243.9090909090909,0.32,47.18181818181818,223.29802378365503
4249,15.311764705882354,309.6470588235294,10.1,2.728823529411765,127.47058823529412,1.4111764705882353,248.1764705882353,0.4417647058823529,55.294117647058826,163.4176419602494
4250,15.357142857142858,312.0,10.1,3.075714285714286,80.14285714285714,1.4428571428571428,232.28571428571428,0.0471428571428571,212.7142857142857,196.9725526924485
4251,14.47777777777778,310.44444444444446,10.1,6.114444444444445,78.33333333333333,1.711111111111111,130.66666666666666,0.2222222222222222,297.8888888888889,301.5452393850519
4254,14.245454545454544,311.0,10.099999999999998,4.120000000000001,69.9090909090909,1.5590909090909089,154.45454545454547,0.1327272727272727,318.27272727272725,313.8298662266764
4255,14.0,311.7142857142857,10.1,3.25,75.0,1.61,153.0,0.13,336.0,354.4466137861132
4256,14.04,312.8,10.1,2.91,60.0,1.57,158.0,0.2,26.0,325.25271186803207
4257,14.30909090909091,312.3636363636364,10.099999999999998,3.043636363636364,62.54545454545455,1.5509090909090908,161.8181818181818,0.2063636363636363,33.63636363636363,266.153156990649
4258,14.02,314.3,10.099999999999998,2.169,45.9,1.564,168.4,0.203,57.5,291.5894206379511
4259,14.066666666666668,315.3333333333333,10.1,2.46,41.0,1.51,177.0,0.21,226.0,300.47386601523283
4260,13.8,315.0,10.1,3.1,37.0,1.45,187.0,0.59,214.0,308.4159251838417
4261,14.0,315.6666666666667,10.099999999999998,3.1666666666666665,59.0,1.4633333333333332,191.3333333333333,0.5599999999999999,218.3333333333333,286.27508574494675
4262,14.011111111111113,316.0,10.1,3.306666666666666,51.66666666666666,1.4300000000000002,196.0,0.4733333333333333,227.0,312.80669546978663
4264,14.0,319.3333333333333,10.1,2.781111111111111,44.77777777777778,1.4533333333333331,200.22222222222223,0.64,212.44444444444449,245.3085949339286
4265,13.728571428571428,320.0,10.1,2.7142857142857144,33.714285714285715,1.467142857142857,201.0,0.5628571428571428,196.7142857142857,251.2670793925821
4266,13.6,318.3333333333333,10.1,2.908888888888889,19.666666666666668,1.477777777777778,201.0,0.5166666666666667,166.66666666666666,222.7217841303148
4267,13.890909090909092,315.72727272727275,10.099999999999998,2.5500000000000003,25.0,1.497272727272727,204.27272727272728,0.4745454545454545,128.54545454545453,163.15975051764485
4270,14.15,310.8333333333333,10.1,3.27,308.0,1.39,230.0,0.16,342.0,333.3369501590193
4271,13.471428571428572,313.1428571428572,10.1,3.634285714285714,305.1428571428572,1.3785714285714288,231.28571428571428,0.1985714285714285,114.71428571428572,370.1757004406261
4272,14.433333333333332,313.3333333333333,10.1,3.94,302.5,1.375,232.0,0.21,24.5,283.7217039828937
4273,14.471428571428572,309.7142857142857,10.1,3.98,289.0,1.4,233.0,0.33,5.0,320.09574426106803
4274,14.333333333333334,310.0,10.1,4.101111111111112,292.55555555555554,1.4255555555555557,234.44444444444449,0.06,165.22222222222223,260.08416334445303
4275,14.433333333333335,311.0,10.1,4.45,297.0,1.433333333333333,236.3333333333333,0.08,248.0,272.3420618058732
4277,14.35,315.0,10.1,4.9125,287.5,1.49,240.375,0.07375,186.125,257.969677260273
4278,14.14285714285714,314.85714285714283,10.1,5.0200000000000005,286.0,1.5,245.0,0.0899999999999999,203.0,301.1250518696945
4279,13.9375,314.0,10.1,4.922499999999999,301.5,1.50625,246.875,0.09375,178.0,327.0801822851829
4280,13.933333333333332,313.0833333333333,10.099999999999998,4.915833333333334,302.6666666666667,1.5025000000000004,247.8333333333333,0.105,90.58333333333331,324.2430337138113
4281,14.045454545454543,313.0,10.099999999999998,4.950000000000001,304.0,1.51,250.0,0.1499999999999999,54.0,321.02628011862623
4282,14.344444444444443,312.1111111111111,10.1,4.027777777777778,304.77777777777777,1.5166666666666666,251.3333333333333,0.1277777777777777,14.666666666666666,297.0381627648121
4284,14.233333333333333,312.0,10.1,4.21,301.0,1.54,257.0,0.1,317.0,332.4717785424309
4289,14.433333333333334,312.6666666666667,10.1,1.0933333333333333,261.1111111111111,1.5055555555555555,258.0,0.1988888888888888,126.88888888888889,187.3964843077141
4290,14.45,311.0625,10.025,0.686875,217.1875,1.4706249999999998,255.5,0.2443749999999999,170.875,187.97589547393812
4292,14.183333333333335,314.1666666666667,10.0,2.4150000000000005,259.5,1.15,210.8333333333333,0.1083333333333333,96.66666666666669,274.6324072526602
4293,13.22,290.0,10.0,8.802000000000001,328.4,1.504,279.0,0.32,140.8,359.3921036712041
4294,13.34,289.6,10.0,8.546,328.0,1.5240000000000002,281.4,0.2519999999999999,126.4,349.2808586636909
4295,13.642857142857142,287.85714285714283,10.0,7.714285714285714,338.7142857142857,1.522857142857143,283.85714285714283,0.1957142857142857,132.57142857142858,316.10057215185054
4296,13.84,287.0,10.14,7.31,338.4,1.52,284.6,0.1399999999999999,120.4,294.6415071269887
4298,14.016666666666667,289.0,10.0,6.521666666666667,339.5,1.49,279.0,0.0683333333333333,105.83333333333331,286.4259979002935
4299,13.883333333333336,288.0,10.0,6.433333333333334,334.3333333333333,1.4666666666666668,278.1666666666667,0.0733333333333333,193.16666666666663,333.308812372351
4300,13.62,288.6,10.0,6.81,329.0,1.47,278.0,0.06,215.0,390.3777985314633
4301,13.62,289.6,10.7,5.99,346.0,1.5,284.0,0.08,214.0,391.4425839060742
4302,13.660000000000002,287.2,10.7,6.034,337.8,1.516,285.4,0.254,212.6,401.1681666648275
4307,14.27777777777778,286.22222222222223,10.7,4.125555555555556,348.22222222222223,1.6466666666666667,297.1111111111111,0.288888888888889,208.77777777777777,285.2482693820233
4308,14.2,288.7142857142857,10.1,4.524285714285714,343.1428571428572,1.6771428571428568,299.7142857142857,0.2914285714285714,213.8571428571429,304.37307287743783
4309,14.411111111111111,289.0,10.0,4.726666666666668,343.0,1.6966666666666663,302.3333333333333,0.2866666666666667,226.0,284.80274068254585
4310,14.133333333333333,292.0,10.0,4.1433333333333335,340.6666666666667,1.68,302.3333333333333,0.2066666666666667,224.3333333333333,317.5434457967913
4311,13.65,290.4,10.0,4.090000000000001,342.0,1.6849999999999998,302.5,0.0849999999999999,256.5,404.1408996409731
4313,13.78,286.0,10.419999999999998,6.458,335.4,1.686,304.0,0.216,324.2,415.8017919496542
4315,13.525,285.5,10.7,7.1375,339.5,1.725,303.0,0.0975,327.75,427.9337665732364
4316,13.675,285.0,10.7,8.1725,343.5,1.7675,306.25,0.0875,335.25,394.2406716837922
4318,13.4,288.5,10.7,7.795,344.0,1.825,308.0,0.17,192.0,413.21824190516816
4319,13.242857142857144,290.57142857142856,10.7,5.61,346.0,1.91,311.0,0.1899999999999999,171.0,415.4925557951647
4320,13.055555555555555,286.55555555555554,10.7,5.716666666666667,346.8888888888889,1.9544444444444444,312.77777777777777,0.1455555555555555,165.66666666666666,457.1541488938284
4321,13.300000000000004,286.0,10.699999999999998,5.785999999999999,349.4,1.9999999999999991,314.6,0.092,147.4,413.8214644869896
4322,13.442857142857145,285.1428571428572,10.7,6.820000000000001,349.7857142857143,2.108571428571428,316.57142857142856,0.1457142857142857,111.92857142857144,360.16286807759377
4323,13.345454545454546,286.09090909090907,10.7,7.149090909090909,350.0,2.161818181818182,318.27272727272725,0.1781818181818181,120.0,368.0104178851663
4324,13.292307692307691,287.46153846153845,10.7,7.259230769230769,352.15384615384613,2.206923076923077,320.0769230769231,0.1923076923076923,164.53846153846155,402.4574460564477
4325,13.3,286.3333333333333,10.7,7.840000000000001,179.5,2.35,324.0,0.25,201.5,446.84506452900337
4326,13.09,288.1,10.7,7.844000000000001,356.0,2.398000000000001,325.6,0.284,208.4,496.2677035889982
4327,13.091666666666669,288.1666666666667,10.7,7.795000000000001,352.0,2.4683333333333333,326.5,0.2749999999999999,195.3333333333333,472.5707804951934
4328,13.483333333333334,288.0,10.7,8.186666666666666,11.0,2.65,329.3333333333333,0.2966666666666667,204.66666666666663,417.1164983321348
4330,13.6,287.125,10.7,8.285,8.375,2.69375,332.125,0.265,227.125,430.835444992691
4331,13.485714285714286,287.7142857142857,10.7,8.325714285714286,359.1428571428572,2.8428571428571425,331.2857142857143,0.2371428571428571,231.7142857142857,452.1107010246051
4332,13.327272727272726,287.90909090909093,10.7,8.340000000000002,6.0,2.89,333.0,0.1899999999999999,248.0,486.41609580809154
4334,13.181818181818182,286.1818181818182,10.7,8.02181818181818,19.818181818181817,2.93,333.8181818181818,0.0654545454545454,286.54545454545456,484.4297767667997
4335,13.25,287.375,10.7,8.254999999999999,22.375,2.9375,334.75,0.07625,242.875,467.6882776933553
4336,13.21,286.0,10.7,8.78,26.2,2.982,335.6,0.078,153.4,436.3645839241675
4337,13.3,284.625,10.7,8.945,32.0,2.975,336.5,0.13,138.5,399.804992712552
4338,13.266666666666666,284.0,10.7,8.94,34.0,3.0,337.5,0.1999999999999999,165.0,409.9291275022957
4339,13.328571428571427,285.1428571428572,10.7,8.904285714285715,33.42857142857143,3.021428571428572,338.57142857142856,0.22,171.57142857142858,401.6983422035587
4340,13.425,286.125,10.7,9.2275,37.0,2.9975,341.375,0.2925,182.25,390.26567824078177
4341,13.642857142857144,287.7142857142857,10.7,9.375714285714285,35.42857142857143,3.014285714285714,342.42857142857144,0.3028571428571429,205.0,359.9406856945532
4345,13.326666666666664,286.0,10.699999999999998,9.98866666666667,40.8,2.9133333333333327,346.46666666666664,0.2173333333333334,195.9333333333333,404.0822255260511
4346,13.263636363636364,286.27272727272725,10.7,9.590000000000002,40.0,2.81,347.0,0.1899999999999999,189.0,407.1577061614751
4349,13.53,283.1,10.7,9.336999999999998,42.9,2.7,351.8,0.238,197.7,373.7173323327788
4350,13.775,284.0,10.7,9.359166666666669,43.0,2.681666666666666,351.0833333333333,0.2766666666666668,202.5833333333333,336.80758834614323
4351,13.721428571428572,284.57142857142856,10.7,9.591428571428567,44.71428571428572,2.6885714285714286,352.7142857142857,0.3142857142857143,203.0,348.2959922978862
4353,13.644444444444442,284.0,10.7,9.717777777777778,42.77777777777778,2.638888888888889,356.77777777777777,0.3311111111111111,212.0,382.3873851245984
4354,13.7875,286.0,10.7,9.631249999999998,44.75,2.64,357.875,0.3125,223.5,371.138336441218
4356,13.85,284.0,10.7,9.652857142857146,49.0,2.5628571428571427,1.0,0.2,215.7142857142857,334.72013246098663
4357,14.00625,284.0,10.7,9.5975,49.0,2.5525,1.75,0.2075,216.0,307.50925918327084
4358,14.046666666666669,284.0,10.699999999999998,9.566666666666666,55.333333333333336,2.476666666666666,5.0,0.21,217.3333333333333,302.0648448290904
4359,14.075,283.9375,10.7,9.6325,55.75,2.48,5.75,0.21,229.5,310.7167336601891
4361,14.342857142857143,283.0,10.7,8.681428571428572,54.0,2.377142857142857,6.428571428571429,0.2385714285714285,227.7142857142857,266.73459034449706
4362,14.08125,282.0,10.7,8.010625,59.0,2.333125,14.3125,0.24,239.3125,328.8468224574725
4363,14.128571428571432,282.0,10.7,7.807142857142857,59.35714285714285,2.303571428571428,11.357142857142858,0.2635714285714285,230.1428571428572,396.025503673511
4364,14.042857142857144,282.0,10.7,7.997142857142855,59.71428571428572,2.3128571428571427,12.285714285714286,0.27,235.42857142857144,420.5558830882918
4365,13.853846153846153,282.0,10.7,8.343846153846153,63.30769230769231,2.303076923076923,11.0,0.2599999999999999,242.23076923076923,461.49683400954575
4367,13.779999999999998,282.6666666666667,10.699999999999998,7.959333333333334,62.46666666666667,2.325333333333333,13.266666666666667,0.214,248.86666666666667,467.3743965489465
4368,14.05625,281.3125,10.7,7.7575,64.0,2.32125,8.8125,0.153125,260.0,402.2788077477911
4369,14.0,280.6428571428572,10.7,7.502857142857144,63.642857142857146,2.323571428571428,8.357142857142858,0.1257142857142857,276.35714285714283,406.54670348566935
4370,13.816666666666665,277.9166666666667,10.7,7.541666666666665,63.41666666666666,2.3341666666666665,9.0,0.1166666666666667,270.3333333333333,437.5815679383748
4371,14.013333333333334,279.8666666666667,10.699999999999998,7.357999999999999,63.0,2.3,4.266666666666667,0.1406666666666666,256.26666666666665,405.3298759058652
4372,14.093333333333334,282.0,10.699999999999998,7.468666666666665,63.266666666666666,2.302666666666666,5.266666666666667,0.186,243.06666666666663,396.0341484496606
4373,13.953333333333331,281.7333333333333,10.699999999999998,7.399333333333334,64.0,2.3126666666666664,6.266666666666667,0.2379999999999999,233.66666666666663,427.7061109168029
4375,14.130769230769232,280.0,10.7,6.0,63.69230769230769,2.233076923076924,0.3076923076923077,0.2638461538461538,232.7692307692308,401.6112012248627
4378,14.12142857142857,280.0,10.7,6.449999999999998,57.5,2.2050000000000005,6.0,0.195,232.5,386.0009498336128
4379,14.4,280.0,10.7,6.191428571428571,57.57142857142857,2.2100000000000004,7.428571428571429,0.2042857142857142,227.7142857142857,331.16569021682324
4380,14.192857142857145,280.0,10.7,6.669285714285713,61.07142857142857,2.1535714285714285,8.214285714285714,0.22,224.92857142857144,370.4425163618703
4381,13.97272727272727,280.0,10.7,6.586363636363635,62.45454545454545,2.1299999999999994,7.454545454545454,0.2209090909090909,222.27272727272728,408.97374220671713
4382,13.983333333333334,280.0,10.7,6.6433333333333335,63.66666666666666,2.1299999999999994,9.333333333333334,0.1899999999999999,236.3333333333333,414.1179928438638
4383,14.1,279.75,10.7,6.61,62.0,2.085,10.0,0.165,251.5,395.0203327154866
4384,14.12,277.6,10.7,6.472,61.6,2.094,11.8,0.15,257.4,389.57762386683896
4385,13.933333333333332,278.3333333333333,10.699999999999998,6.460000000000001,61.0,2.1,13.666666666666666,0.15,249.66666666666663,421.4148594423776
4386,13.833333333333334,279.0,10.699999999999998,6.836666666666667,55.66666666666666,2.0933333333333333,6.666666666666667,0.1366666666666667,249.0,435.4287538647635
4387,13.91,279.0,10.7,6.433,53.6,2.086,5.9,0.1299999999999999,243.8,294.2670841781536
4389,14.263636363636364,279.0,10.7,6.418181818181818,48.45454545454545,2.076363636363636,2.636363636363636,0.06,274.45454545454544,214.5821501544341
4390,13.883333333333333,279.0,10.7,6.686666666666665,47.0,2.08,3.6666666666666665,0.0533333333333333,283.6666666666667,280.5176686227012
4391,13.81,278.9,10.7,6.812,47.7,2.08,4.0,0.05,298.1,291.62200872826566
4392,13.985714285714286,279.0,10.7,7.295714285714285,42.0,2.106428571428571,4.285714285714286,0.0528571428571428,284.7857142857143,261.9276054252981
4393,14.054545454545456,278.90909090909093,10.7,7.272727272727274,42.0,2.1154545454545457,5.0,0.0763636363636363,258.3636363636364,256.17191118231733
4394,13.746153846153844,279.0,10.7,7.237692307692305,39.30769230769231,2.120000000000001,5.538461538461538,0.1061538461538461,230.69230769230768,311.273358548877
4395,13.745454545454544,280.8181818181818,10.7,7.8136363636363635,48.45454545454545,2.1772727272727272,6.0,0.1572727272727272,221.3636363636364,314.65836691705647
4396,13.625000000000002,279.25,10.7,8.059999999999999,48.41666666666666,2.1916666666666664,7.166666666666667,0.1483333333333334,220.5833333333333,335.35057829993366
4397,13.76153846153846,278.46153846153845,10.7,8.239999999999998,47.38461538461539,2.2246153846153853,9.23076923076923,0.14,234.53846153846155,319.0758423668609
4398,14.021428571428572,278.5,10.7,9.042857142857144,46.57142857142857,2.339285714285715,5.642857142857143,0.1335714285714285,241.28571428571428,274.2937425571705
4400,13.830000000000002,278.0,10.7,9.244,47.4,2.428,6.0,0.1559999999999999,233.6,310.47676123972656
4401,13.936363636363636,278.0,10.7,9.522727272727272,53.0,2.733636363636364,357.0,0.1381818181818181,236.8181818181818,288.74953518403447
4402,13.814285714285717,277.85714285714283,10.7,9.935714285714289,53.71428571428572,2.785714285714285,356.2857142857143,0.1442857142857142,229.7142857142857,307.99638265723434
4403,13.9,277.9375,10.7,10.395,54.125,2.9137500000000003,356.0,0.15125,226.625,291.98098056258505
4404,14.061538461538465,278.0,10.7,9.563846153846152,44.23076923076923,3.2384615384615385,348.0,0.1623076923076923,234.3846153846154,270.9769104294586
4405,13.64,278.1333333333333,10.699999999999998,9.769333333333334,49.13333333333333,3.2866666666666657,348.0,0.1526666666666666,240.4,347.91035941461087
4406,13.63529411764706,277.88235294117646,10.7,10.119999999999996,48.70588235294117,3.338235294117648,348.0,0.1652941176470588,248.1176470588236,356.7246258147402
4408,13.846153846153848,277.3076923076923,10.7,10.885384615384616,48.07692307692308,3.560769230769231,348.0,0.1838461538461538,249.53846153846155,325.4780123830906
4410,13.815384615384612,279.46153846153845,10.7,12.593846153846153,44.76923076923077,3.737692307692309,347.0,0.3153846153846154,232.15384615384616,348.9232557257043
4411,13.692857142857145,280.2142857142857,10.7,12.755714285714287,45.85714285714285,3.7485714285714287,347.85714285714283,0.3371428571428571,228.42857142857144,492.2325729444004
4412,13.753846153846156,279.61538461538464,10.7,12.973076923076926,44.61538461538461,3.7653846153846167,348.7692307692308,0.3323076923076923,227.23076923076923,478.5635527564226
4413,13.971428571428572,278.07142857142856,10.7,13.37428571428572,51.71428571428572,3.848571428571429,52.142857142857146,0.3028571428571428,233.8571428571429,442.66426779168296
4414,13.766666666666667,278.0,10.699999999999998,13.431999999999997,54.4,3.865999999999999,2.6,0.2999999999999999,245.2,494.3138514596018
4415,13.859999999999998,277.7333333333333,10.699999999999998,13.45866666666667,55.0,3.887333333333333,3.866666666666666,0.274,248.86666666666667,472.1318034196312
4416,13.671428571428573,277.6428571428572,10.7,13.445714285714285,53.57142857142857,3.897142857142856,15.714285714285714,0.2442857142857143,244.0,494.3839503762406
4417,13.73125,278.6875,10.7,13.1075,62.0,3.8225,27.75,0.1975,240.0,464.9374022538292
4418,14.106666666666666,277.53333333333336,10.699999999999998,12.370000000000005,64.06666666666666,3.741333333333333,31.266666666666666,0.1833333333333333,233.06666666666663,385.5850463084131
4419,14.06,275.53333333333336,10.699999999999998,12.129333333333337,67.8,3.729333333333332,31.933333333333334,0.1893333333333333,242.13333333333333,404.33407365529297
4420,13.921428571428567,276.35714285714283,10.7,11.415714285714287,66.28571428571429,3.738571428571429,33.714285714285715,0.2414285714285714,238.7142857142857,442.5990425868217
4421,14.19230769230769,277.6923076923077,10.7,12.14,62.0,3.6000000000000005,37.0,0.3199999999999999,236.0,409.0322733088366
4422,14.266666666666664,278.1333333333333,10.699999999999998,12.400000000000002,63.0,3.61,39.0,0.37,238.0,411.1124508215495
4424,14.114285714285714,277.92857142857144,10.7,12.791428571428568,55.92857142857143,3.5792857142857137,44.07142857142857,0.4285714285714285,232.92857142857144,447.2491784972825
4425,14.364285714285714,278.2857142857143,10.7,12.43285714285714,55.21428571428572,3.5742857142857147,45.42857142857143,0.41,231.78571428571428,392.48779340462784
4426,14.220000000000002,277.8666666666667,10.699999999999998,12.741333333333335,56.8,3.595333333333334,47.0,0.4046666666666665,232.3333333333333,420.1220642755468
4427,14.175,277.875,10.7,11.145,65.75,3.65,48.75,0.3775,237.75,430.508959724788
4428,13.9,277.72727272727275,10.7,11.534545454545457,70.27272727272727,3.6627272727272735,49.27272727272727,0.3390909090909091,246.8181818181818,483.3231169880338
4429,14.0,278.0,10.7,11.82,71.44444444444444,3.672222222222222,50.22222222222222,0.3077777777777777,257.22222222222223,463.22953268538697
4434,14.34,277.2,10.699999999999998,11.487333333333334,71.6,3.68,58.53333333333333,0.3066666666666667,244.7333333333333,258.7989988955193
4435,14.19375,277.125,10.7,11.72,73.625,3.6925,59.625,0.34875,239.75,291.35994208104944
4436,13.628571428571428,277.6428571428572,10.7,11.886428571428572,75.85714285714286,3.6021428571428578,61.642857142857146,0.3057142857142857,243.5,384.2942421708044
4437,13.813333333333334,278.06666666666666,10.699999999999998,11.783333333333337,75.0,3.613333333333332,62.66666666666666,0.2166666666666666,248.66666666666663,328.70303883206145
4438,13.900000000000002,276.7333333333333,10.699999999999998,11.54,75.0,3.613333333333333,63.66666666666666,0.2166666666666667,251.3333333333333,315.6052478229102
4439,13.8,276.1333333333333,10.699999999999998,10.996666666666666,74.66666666666667,3.576666666666666,66.33333333333333,0.24,252.66666666666663,342.02691308796784
4440,13.576470588235296,278.3529411764706,10.7,11.47470588235294,76.41176470588235,3.587058823529412,67.70588235294117,0.2782352941176471,250.8823529411765,391.520850473224
4442,13.73333333333333,277.46666666666664,10.699999999999998,12.286666666666669,73.33333333333333,3.5933333333333346,69.0,0.3699999999999999,247.66666666666663,389.2514314194159
4443,13.93125,278.875,10.7,11.874375,74.6875,3.57625,69.6875,0.38,252.125,360.04621891187287
4444,14.471428571428572,277.5,10.7,11.11142857142857,76.42857142857143,3.57,70.71428571428571,0.3657142857142857,255.42857142857144,263.1687713426295
4446,14.393333333333334,279.4,10.699999999999998,12.417333333333334,81.0,3.6559999999999984,71.86666666666666,0.2913333333333333,262.6666666666667,256.30553242873293
4447,14.492857142857144,277.7857142857143,10.7,12.430714285714288,81.0,3.650714285714285,72.92857142857143,0.3178571428571429,272.35714285714283,251.5231053894164
4448,14.557142857142855,274.6428571428572,10.7,11.720714285714283,84.92857142857143,3.6692857142857145,75.0,0.3607142857142857,271.57142857142856,255.24045459147328
4449,14.24375,274.9375,10.7,12.00125,84.125,3.66,75.125,0.37,265.625,313.02137126713603
4451,14.325,274.875,10.7,10.989999999999998,85.75,3.6075,77.0,0.4525,269.5,328.1966956570768
4452,14.009090909090908,273.90909090909093,10.7,10.840000000000002,84.72727272727273,3.602727272727273,77.27272727272727,0.4463636363636363,265.8181818181818,381.9009682198024
4453,13.990909090909092,275.3636363636364,10.7,10.867272727272727,84.0,3.61,78.0,0.3909090909090909,260.0,362.461338566456
4454,13.6,277.85714285714283,10.7,12.240000000000004,78.78571428571429,3.783571428571428,78.21428571428571,0.2557142857142857,261.1428571428572,386.5992252669831
4455,13.684615384615386,279.38461538461536,10.7,11.950769230769232,78.38461538461539,3.756153846153846,79.0,0.3576923076923077,232.92307692307693,371.6951408546592
4456,13.72,277.9,10.7,11.741,78.4,3.75,79.0,0.3609999999999999,231.6,366.39029139014485
4457,13.82666666666667,277.7333333333333,10.699999999999998,13.021999999999997,78.46666666666667,3.770000000000002,79.0,0.3546666666666667,246.13333333333333,365.6224864499537
4459,14.05,275.8,10.699999999999998,12.993,77.55,3.784500000000001,79.0,0.3229999999999999,271.45,332.5338664401592
4460,14.35,275.0,10.7,13.4675,80.75,3.91,77.0,0.33375,292.125,277.75401344466184
4462,14.223076923076924,275.46153846153845,10.7,13.23076923076923,82.0,3.920000000000001,77.0,0.3761538461538461,295.46153846153845,312.47076961679625
4464,13.877777777777778,276.1666666666667,10.699999999999998,12.663333333333334,84.0,4.12,72.0,0.36,275.6666666666667,376.6686869512073
4465,13.707692307692309,276.15384615384613,10.7,12.31769230769231,84.84615384615384,4.146923076923077,71.15384615384616,0.2723076923076922,267.0769230769231,375.41139563489446
4466,13.72,276.6666666666667,10.699999999999998,12.041999999999998,86.73333333333333,4.314666666666667,65.53333333333333,0.2626666666666665,265.7333333333333,369.3557088322234
4467,14.16875,276.75,10.7,12.09125,87.0,4.33625,65.0,0.316875,270.875,308.882261342274
4468,14.171428571428573,276.2142857142857,10.7,12.125714285714285,87.0,4.332142857142856,62.642857142857146,0.4164285714285715,268.85714285714283,342.4518836436532
4469,14.3,276.75,10.7,11.723333333333333,85.33333333333333,4.340000000000001,62.0,0.46,260.6666666666667,329.51301912592965
4470,14.15625,279.0,10.7,11.37,84.0625,4.34,62.9375,0.394375,249.625,321.024364029558
4471,14.279999999999998,277.6666666666667,10.699999999999998,11.629333333333337,84.06666666666666,4.340666666666667,63.0,0.3073333333333333,237.26666666666668,260.7538046754571
4472,13.593333333333334,272.6666666666667,10.699999999999998,11.62,86.0,4.22,66.0,0.2,239.0,360.1775690919916
4473,13.346153846153848,274.3076923076923,10.7,11.690769230769233,86.07692307692308,4.240000000000001,67.07692307692308,0.183076923076923,246.7692307692308,403.2156210168894
4474,13.43125,278.125,10.7,11.865625,86.4375,4.224375,68.0,0.22125,225.3125,377.8702368086941
4475,13.41818181818182,282.72727272727275,10.7,11.941818181818183,85.0,4.082727272727272,72.18181818181819,0.2390909090909091,211.0909090909091,359.8171904918524
4476,13.4,277.8,10.7,11.760000000000002,85.0,4.11,74.0,0.23,182.0,328.7195989923908
4477,13.59,276.2,10.7,11.61,87.0,4.119999999999999,74.0,0.1299999999999999,193.0,308.1483894296647
4478,13.65,276.05555555555554,10.699999999999998,10.982222222222225,87.0,4.108333333333333,79.0,0.1333333333333333,259.6111111111111,336.5639698259779
4479,13.636363636363637,273.45454545454544,10.7,11.19,87.0,4.079999999999999,79.0,0.1899999999999999,287.0,351.4507653077877
4480,13.97692307692308,275.15384615384613,10.7,11.041538461538462,86.92307692307692,4.048461538461537,77.92307692307692,0.2161538461538462,320.61538461538464,279.1404453375453
